TransactionID,AccountID,TransactionAmount,TransactionDate,DeviceID,IP Address,MerchantID,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Cluster,TransactionType,Channel,Location,CustomerOccupation
TX000529,AC00339,3.7739097032985116,2023-03-31 18:57:11,D000034,40.192.99.27,M013,53,29,1,7341.43,2024-11-04 08:10:32,0,Debit,Branch,Seattle,Engineer
TX000530,AC00265,6.970025604708262,2023-01-17 16:48:10,D000029,87.50.72.69,M070,21,128,1,1240.71,2024-11-04 08:07:39,1,Credit,Online,Omaha,Student
TX000531,AC00369,6.296722504799114,2023-08-11 16:43:45,D000558,93.169.212.219,M098,22,125,1,1454.08,2024-11-04 08:11:29,2,Debit,ATM,Mesa,Student
TX000532,AC00033,3.727378753264546,2023-02-13 17:02:27,D000380,173.252.44.183,M096,26,63,1,1476.91,2024-11-04 08:06:37,0,Debit,Branch,Columbus,Student
TX000533,AC00077,4.797772052189602,2023-08-28 16:52:22,D000570,49.29.37.185,M087,18,131,2,1943.13,2024-11-04 08:08:20,0,Debit,Branch,Milwaukee,Student
TX000534,AC00437,6.213947880526312,2023-12-05 16:19:23,D000690,89.6.100.149,M036,28,244,1,1719.97,2024-11-04 08:08:24,0,Debit,Online,Miami,Student
TX000535,AC00152,5.430310076006534,2023-03-27 18:52:04,D000350,197.187.216.106,M074,53,220,1,832.82,2024-11-04 08:11:56,2,Debit,ATM,El Paso,Doctor
TX000536,AC00161,7.076535565209424,2023-12-11 16:06:51,D000673,96.24.89.146,M050,30,34,1,7696.16,2024-11-04 08:08:58,0,Debit,Online,Tucson,Engineer
TX000537,AC00125,4.059407992341204,2023-12-11 16:52:47,D000542,69.82.61.135,M043,76,74,1,7004.63,2024-11-04 08:07:42,1,Credit,Online,Charlotte,Retired
TX000538,AC00311,6.447020560356716,2023-07-17 16:22:23,D000198,17.87.7.140,M056,68,159,1,6385.69,2024-11-04 08:11:59,2,Debit,ATM,Colorado Springs,Retired
TX000539,AC00183,4.101651137404539,2023-06-13 17:52:56,D000479,64.15.0.66,M002,35,176,1,5472.03,2024-11-04 08:06:34,0,Debit,Online,Chicago,Engineer
TX000540,AC00407,5.234791665668158,2023-12-29 16:38:21,D000546,162.151.179.167,M015,30,54,1,8602.22,2024-11-04 08:08:12,0,Debit,Branch,New York,Engineer
TX000541,AC00093,5.444407072419931,2023-04-25 17:33:27,D000401,59.132.247.252,M003,19,179,1,162.53,2024-11-04 08:08:50,0,Debit,Online,Mesa,Student
TX000542,AC00314,4.191017449482361,2023-02-28 17:58:02,D000434,144.91.150.133,M066,44,159,1,9370.9,2024-11-04 08:09:41,1,Credit,Online,Seattle,Engineer
TX000543,AC00467,6.12706567135952,2023-05-25 16:52:57,D000278,21.97.154.92,M033,55,63,1,8570.82,2024-11-04 08:08:45,1,Credit,Online,Nashville,Engineer
TX000544,AC00316,6.315394167233628,2023-11-30 16:51:46,D000061,156.173.170.140,M048,44,100,1,522.08,2024-11-04 08:09:25,1,Credit,ATM,Chicago,Engineer
TX000545,AC00145,5.935211605557184,2023-08-14 17:12:27,D000321,112.56.160.202,M049,34,61,1,836.67,2024-11-04 08:11:40,2,Debit,ATM,Houston,Engineer
TX000546,AC00045,5.325737962124029,2023-09-11 17:51:17,D000094,44.197.126.59,M013,18,179,1,364.72,2024-11-04 08:10:26,1,Credit,Branch,San Diego,Student
TX000547,AC00005,6.043297695748,2023-05-17 17:28:25,D000677,110.150.1.201,M002,35,144,1,8557.32,2024-11-04 08:09:01,0,Debit,Branch,Washington,Doctor
TX000548,AC00456,4.585885424576224,2023-04-10 18:26:56,D000164,221.206.44.63,M052,24,202,4,1579.57,2024-11-04 08:06:33,2,Debit,ATM,Fort Worth,Student
TX000549,AC00041,4.833022633030035,2023-05-05 17:32:18,D000037,85.239.236.80,M025,27,171,1,129.29,2024-11-04 08:09:21,0,Debit,Branch,Charlotte,Student
TX000550,AC00257,4.315886832169337,2023-01-02 16:27:18,D000611,142.148.226.178,M015,39,34,1,6474.41,2024-11-04 08:09:09,0,Debit,Online,Charlotte,Doctor
TX000551,AC00356,4.362206507224575,2023-01-19 16:11:12,D000403,100.137.90.188,M047,21,169,1,1380.21,2024-11-04 08:06:33,0,Debit,Online,Raleigh,Student
TX000552,AC00465,4.674323044676408,2023-04-14 17:21:48,D000673,48.89.167.189,M098,56,277,4,7487.79,2024-11-04 08:08:51,2,Debit,ATM,Phoenix,Doctor
TX000553,AC00158,5.509104895652662,2023-06-06 18:53:35,D000096,219.98.242.240,M054,54,172,1,7986.63,2024-11-04 08:11:58,0,Debit,Branch,Fresno,Engineer
TX000554,AC00086,6.435204408269707,2023-12-11 16:57:41,D000680,134.222.122.238,M100,64,125,1,7322.01,2024-11-04 08:07:48,2,Debit,ATM,Indianapolis,Doctor
TX000555,AC00322,3.8006444174447567,2023-04-03 16:43:29,D000631,194.88.79.54,M011,34,145,1,9929.43,2024-11-04 08:10:33,2,Debit,ATM,Omaha,Doctor
TX000556,AC00433,7.157626444037326,2023-05-15 16:52:40,D000388,62.251.170.72,M070,19,68,1,1830.98,2024-11-04 08:07:32,0,Debit,Branch,Austin,Student
TX000557,AC00083,1.1085626195212777,2024-01-01 16:07:05,D000271,112.86.148.212,M012,33,28,1,3012.31,2024-11-04 08:08:50,1,Credit,ATM,Detroit,Engineer
TX000558,AC00402,6.64853107934684,2023-07-05 17:49:26,D000119,161.161.26.115,M016,31,137,1,7198.8,2024-11-04 08:09:01,0,Debit,Online,Jacksonville,Doctor
TX000559,AC00317,5.565707441981806,2023-02-28 16:46:55,D000404,195.226.203.234,M065,63,113,1,10980.38,2024-11-04 08:12:03,0,Debit,Branch,Austin,Doctor
TX000560,AC00030,5.878015854600402,2023-10-25 16:13:39,D000441,167.164.55.0,M043,26,187,1,868.35,2024-11-04 08:11:02,1,Credit,Branch,Fort Worth,Student
TX000561,AC00114,3.334701390373791,2023-03-06 17:39:01,D000046,52.169.116.164,M004,80,39,1,3773.29,2024-11-04 08:09:57,1,Credit,Branch,Virginia Beach,Retired
TX000562,AC00301,4.794881041213901,2023-12-19 17:11:31,D000013,166.79.195.157,M004,67,60,1,6697.77,2024-11-04 08:09:02,2,Debit,ATM,Tucson,Doctor
TX000563,AC00216,4.676467067870125,2023-02-13 18:42:09,D000485,211.42.9.0,M003,37,281,1,9410.99,2024-11-04 08:10:32,0,Debit,Online,Virginia Beach,Doctor
TX000564,AC00223,2.5680215564985067,2023-11-15 16:08:52,D000535,31.127.129.152,M053,37,58,1,6213.32,2024-11-04 08:08:25,0,Debit,Online,Fort Worth,Engineer
TX000565,AC00413,5.90454407507728,2023-01-27 16:35:40,D000051,81.248.235.147,M045,21,115,2,368.78,2024-11-04 08:10:17,0,Debit,Branch,Houston,Student
TX000566,AC00086,3.4137844971676268,2023-02-15 16:30:09,D000053,139.23.212.102,M064,28,63,1,1663.31,2024-11-04 08:11:08,1,Credit,Branch,Baltimore,Student
TX000567,AC00216,5.770973724196525,2023-07-26 16:44:22,D000589,219.31.152.129,M083,60,148,1,711.66,2024-11-04 08:07:45,2,Debit,ATM,Denver,Doctor
TX000568,AC00240,5.8611850043410625,2023-03-24 18:50:42,D000182,161.168.126.136,M048,75,38,1,2403.25,2024-11-04 08:08:40,1,Credit,Online,Los Angeles,Retired
TX000569,AC00298,5.105581771405209,2023-08-03 18:49:37,D000352,154.48.233.165,M041,52,73,1,5957.37,2024-11-04 08:09:51,1,Credit,Branch,Virginia Beach,Retired
TX000570,AC00460,5.144758178421734,2023-02-06 18:59:44,D000140,158.135.64.240,M089,24,58,1,801.01,2024-11-04 08:09:49,0,Debit,Branch,Oklahoma City,Student
TX000571,AC00424,5.572990184406177,2023-07-13 17:48:24,D000006,177.116.108.246,M080,40,136,1,5711.71,2024-11-04 08:12:12,1,Credit,ATM,Baltimore,Engineer
TX000572,AC00434,3.7492687541267204,2023-04-24 16:47:20,D000422,32.71.250.58,M027,24,13,1,928.33,2024-11-04 08:12:03,0,Debit,Online,Albuquerque,Student
TX000573,AC00471,4.807539438085824,2023-03-21 16:20:33,D000244,171.101.134.74,M062,52,243,1,7365.28,2024-11-04 08:07:28,1,Credit,Branch,Sacramento,Engineer
TX000574,AC00461,5.8620959067667,2023-12-08 16:16:02,D000079,152.234.65.155,M023,51,165,1,5839.38,2024-11-04 08:06:32,0,Debit,Branch,Nashville,Retired
TX000575,AC00188,5.400016186372871,2023-09-04 16:42:49,D000574,133.223.159.151,M059,26,155,1,5116.98,2024-11-04 08:10:04,1,Credit,Online,El Paso,Engineer
TX000576,AC00013,3.5397992310997837,2023-02-20 16:52:03,D000617,189.248.139.91,M003,72,111,1,3641.07,2024-11-04 08:09:12,2,Debit,ATM,Seattle,Retired
TX000577,AC00345,4.661455996998683,2023-08-07 16:06:32,D000531,80.247.6.83,M039,70,223,1,1352.19,2024-11-04 08:10:07,2,Debit,ATM,Denver,Doctor
TX000578,AC00013,5.5104808570190835,2023-12-27 16:48:30,D000102,144.91.150.133,M058,29,141,1,7299.86,2024-11-04 08:10:57,0,Debit,Online,Fresno,Doctor
TX000579,AC00296,3.9090184964078474,2023-12-08 16:45:12,D000645,68.254.244.208,M049,19,176,1,1503.56,2024-11-04 08:07:15,2,Debit,ATM,Dallas,Student
TX000580,AC00192,5.808142489980444,2023-04-27 16:27:41,D000101,197.23.128.119,M038,69,17,1,5943.13,2024-11-04 08:07:03,2,Debit,ATM,Charlotte,Retired
TX000581,AC00378,4.779963476361254,2023-10-31 16:49:13,D000023,110.243.14.36,M071,54,167,1,895.66,2024-11-04 08:09:14,0,Debit,Online,Memphis,Engineer
TX000582,AC00205,4.4495684538935185,2023-04-19 16:54:46,D000560,152.140.239.181,M004,67,10,1,5669.1,2024-11-04 08:07:12,1,Credit,Branch,Las Vegas,Doctor
TX000583,AC00475,5.69251928237749,2023-12-14 17:31:18,D000225,170.225.23.251,M021,21,82,1,1061.96,2024-11-04 08:10:41,0,Debit,Online,Jacksonville,Student
TX000584,AC00022,6.244807472153034,2023-06-02 16:27:08,D000478,218.54.207.160,M017,25,160,1,1592.94,2024-11-04 08:12:17,0,Debit,Branch,Philadelphia,Student
TX000585,AC00150,6.900901847781122,2023-02-27 18:23:11,D000205,90.111.245.138,M007,43,169,1,6215.96,2024-11-04 08:12:19,2,Debit,ATM,San Antonio,Doctor
TX000586,AC00362,4.560068212075671,2023-12-01 17:04:00,D000270,47.82.77.181,M085,39,34,1,6171.89,2024-11-04 08:10:37,0,Debit,Online,Washington,Doctor
TX000587,AC00170,4.39974375547904,2023-01-04 16:09:43,D000483,157.47.114.20,M014,59,157,1,5987.67,2024-11-04 08:08:18,0,Debit,Branch,Columbus,Retired
TX000588,AC00429,4.0118683403978626,2023-07-31 16:51:50,D000353,51.250.122.123,M042,68,37,1,14783.33,2024-11-04 08:08:53,0,Debit,Online,Virginia Beach,Doctor
TX000589,AC00418,5.192289961902507,2023-06-19 17:31:08,D000101,38.210.156.148,M026,76,93,4,4708.29,2024-11-04 08:12:10,1,Credit,Branch,Dallas,Retired
TX000590,AC00144,6.253540308423979,2023-10-23 18:37:47,D000100,73.54.203.165,M038,22,82,1,1806.0,2024-11-04 08:06:37,0,Debit,Online,Kansas City,Student
TX000591,AC00449,2.4553061800117097,2023-04-24 16:24:49,D000484,38.166.40.246,M081,54,161,1,13240.72,2024-11-04 08:10:21,0,Debit,Online,Louisville,Doctor
TX000592,AC00057,5.29641555925844,2023-05-15 16:19:14,D000378,97.4.209.133,M079,27,84,1,1196.07,2024-11-04 08:06:38,1,Credit,Branch,Tucson,Student
TX000593,AC00426,4.682408966328894,2023-03-06 18:27:13,D000628,221.23.158.87,M038,27,73,1,1408.07,2024-11-04 08:12:13,0,Debit,Branch,Miami,Student
TX000594,AC00039,4.945705585343674,2023-11-17 17:59:11,D000222,13.30.106.126,M030,19,263,3,271.78,2024-11-04 08:07:23,2,Debit,ATM,Fort Worth,Student
TX000595,AC00051,5.747703661714129,2023-05-02 17:24:26,D000658,207.157.126.125,M033,49,148,4,9419.27,2024-11-04 08:08:05,2,Debit,ATM,Milwaukee,Engineer
TX000596,AC00471,5.8496417325939065,2023-01-04 17:00:17,D000362,130.92.201.49,M007,41,213,1,9551.64,2024-11-04 08:08:03,0,Debit,Branch,Dallas,Engineer
TX000597,AC00039,4.934905494670872,2023-07-25 17:21:53,D000188,113.21.93.28,M099,44,159,1,1070.47,2024-11-04 08:06:52,0,Debit,Branch,Charlotte,Engineer
TX000598,AC00274,5.069029980473338,2023-09-20 17:09:14,D000032,60.153.124.80,M026,49,120,1,9374.24,2024-11-04 08:09:57,2,Debit,ATM,New York,Engineer
TX000599,AC00095,6.722641828477388,2023-07-21 16:43:59,D000559,5.252.94.135,M071,66,96,1,4253.18,2024-11-04 08:11:27,1,Credit,Online,Chicago,Retired
TX000600,AC00211,6.0787883752796565,2023-05-15 18:41:05,D000461,10.191.172.154,M008,55,112,1,6981.03,2024-11-04 08:09:40,2,Debit,ATM,Oklahoma City,Retired
TX000601,AC00184,4.71393490077948,2023-10-31 17:06:47,D000449,187.52.200.18,M068,57,48,1,10483.93,2024-11-04 08:12:20,0,Debit,Online,Raleigh,Doctor
TX000602,AC00436,5.800304041646823,2023-12-25 16:30:09,D000692,104.155.121.252,M017,34,68,1,9588.07,2024-11-04 08:07:55,0,Debit,Online,Denver,Doctor
TX000603,AC00107,6.455827296463632,2023-09-19 16:55:00,D000002,215.97.143.157,M018,47,106,1,1238.11,2024-11-04 08:11:45,2,Debit,ATM,Denver,Doctor
TX000604,AC00203,6.64764946230046,2023-02-16 18:56:44,D000393,24.129.74.189,M058,22,23,1,1244.93,2024-11-04 08:09:51,0,Debit,Branch,San Diego,Student
TX000605,AC00398,5.170881643238353,2023-09-04 17:46:20,D000379,147.125.143.41,M091,26,169,1,1040.25,2024-11-04 08:08:15,0,Debit,Branch,Colorado Springs,Student
TX000606,AC00312,2.1174596088673567,2023-06-26 16:04:11,D000060,160.160.113.117,M028,78,282,1,5757.67,2024-11-04 08:07:15,0,Debit,Branch,Las Vegas,Retired
TX000607,AC00225,5.171335904787247,2023-11-09 17:02:41,D000367,16.51.235.240,M090,27,32,1,1712.65,2024-11-04 08:09:45,2,Debit,ATM,Detroit,Student
TX000608,AC00150,3.5127387563950627,2023-07-04 16:25:35,D000008,4.101.189.38,M022,25,183,4,1544.88,2024-11-04 08:07:01,0,Debit,Online,Oklahoma City,Student
TX000609,AC00413,4.810719868901253,2023-09-08 18:24:14,D000542,40.198.240.246,M032,60,119,1,13293.83,2024-11-04 08:11:30,0,Debit,Online,Dallas,Doctor
TX000610,AC00479,4.0451543180313285,2023-09-13 18:49:55,D000431,11.167.243.171,M049,30,102,1,8839.67,2024-11-04 08:09:30,2,Debit,ATM,El Paso,Doctor
TX000611,AC00078,6.053734872834107,2023-01-30 17:37:14,D000066,56.116.189.0,M032,56,178,1,6239.89,2024-11-04 08:08:25,1,Credit,Online,Miami,Retired
TX000612,AC00242,3.5879535355239756,2023-10-25 17:50:23,D000075,195.237.152.198,M029,32,130,1,8459.18,2024-11-04 08:10:34,0,Debit,Branch,Chicago,Engineer
TX000613,AC00149,3.6035938598315758,2023-06-12 16:48:03,D000693,205.69.66.135,M028,65,87,1,9073.17,2024-11-04 08:11:09,0,Debit,Branch,Miami,Doctor
TX000614,AC00084,1.4906543764441333,2023-01-19 17:24:30,D000389,45.64.74.86,M004,78,108,1,7561.33,2024-11-04 08:12:20,2,Debit,ATM,Fort Worth,Retired
TX000615,AC00466,7.202847329608931,2023-04-28 18:11:55,D000643,28.149.72.129,M032,21,235,1,694.03,2024-11-04 08:08:00,1,Credit,Branch,Fort Worth,Student
TX000616,AC00359,4.941856685367686,2023-08-30 18:00:09,D000359,147.125.143.41,M076,50,81,1,2276.57,2024-11-04 08:11:29,1,Credit,Online,Los Angeles,Engineer
TX000617,AC00023,5.544864895641263,2023-09-18 16:04:06,D000088,198.24.183.157,M064,28,169,1,2791.12,2024-11-04 08:07:18,1,Credit,ATM,San Antonio,Engineer
TX000618,AC00366,4.7545380176389145,2023-05-05 17:34:22,D000632,190.164.160.79,M011,28,139,1,9808.97,2024-11-04 08:10:18,0,Debit,Online,Albuquerque,Engineer
TX000619,AC00170,5.14813380728189,2023-05-15 16:52:24,D000172,55.154.161.250,M084,57,171,1,6324.09,2024-11-04 08:08:40,2,Debit,ATM,San Francisco,Retired
TX000620,AC00130,5.13308888718026,2023-02-02 16:13:13,D000467,119.105.89.125,M064,70,142,2,13406.0,2024-11-04 08:08:14,2,Debit,ATM,Oklahoma City,Doctor
TX000621,AC00183,6.044436431874088,2023-02-23 16:04:35,D000329,76.0.164.168,M054,51,76,1,6581.55,2024-11-04 08:08:38,0,Debit,Branch,Miami,Retired
TX000622,AC00219,6.014839218424433,2023-03-01 16:17:46,D000669,201.95.180.152,M058,64,28,1,3140.79,2024-11-04 08:08:20,0,Debit,Branch,Raleigh,Retired
TX000623,AC00354,7.059119222320818,2023-08-23 16:35:42,D000153,62.152.134.92,M009,30,45,1,10357.26,2024-11-04 08:09:09,1,Credit,Online,Detroit,Doctor
TX000624,AC00290,5.8382259512056915,2023-12-14 16:09:42,D000532,91.204.200.167,M033,21,247,1,461.83,2024-11-04 08:08:32,1,Credit,Branch,New York,Student
TX000625,AC00425,6.365972041760872,2023-09-20 16:37:48,D000203,115.30.82.168,M046,53,95,1,5670.0,2024-11-04 08:10:54,2,Debit,ATM,Philadelphia,Engineer
TX000626,AC00370,6.712397113675864,2023-08-22 18:11:16,D000142,19.111.192.175,M044,79,36,1,4040.32,2024-11-04 08:11:57,1,Credit,Branch,Atlanta,Retired
TX000627,AC00454,5.539182950849863,2023-06-14 17:07:08,D000388,81.248.235.147,M077,20,238,1,220.51,2024-11-04 08:08:12,0,Debit,Branch,Atlanta,Student
TX000628,AC00403,3.170105660498771,2023-05-29 17:53:03,D000065,81.102.230.41,M083,62,75,1,3634.76,2024-11-04 08:07:59,0,Debit,Online,New York,Retired
TX000629,AC00358,5.589381214346226,2023-07-03 17:56:59,D000058,140.94.123.72,M026,39,96,1,7180.48,2024-11-04 08:07:10,1,Credit,Online,Boston,Engineer
TX000630,AC00296,5.928551371047852,2023-08-29 18:30:36,D000056,34.125.226.63,M079,75,37,1,1389.71,2024-11-04 08:11:24,1,Credit,Online,Mesa,Retired
TX000631,AC00393,5.829974499893961,2023-02-03 16:08:47,D000099,197.23.128.119,M084,78,70,1,5002.7,2024-11-04 08:08:17,1,Credit,ATM,Boston,Retired
TX000632,AC00223,6.698711852046709,2023-01-17 16:59:03,D000393,139.23.212.102,M081,20,67,1,9239.12,2024-11-04 08:07:19,2,Debit,ATM,Columbus,Student
TX000633,AC00487,2.382320061012899,2023-07-24 17:04:17,D000054,210.98.198.143,M004,24,86,1,666.42,2024-11-04 08:09:03,2,Debit,ATM,Memphis,Student
TX000634,AC00215,4.9168373036903334,2023-06-14 17:17:34,D000225,147.119.62.178,M073,51,116,1,11351.64,2024-11-04 08:11:44,1,Credit,Branch,Boston,Doctor
TX000635,AC00275,5.8320290941007285,2023-10-27 17:26:53,D000196,163.58.140.206,M038,43,37,1,7234.15,2024-11-04 08:07:43,2,Debit,ATM,Detroit,Engineer
TX000636,AC00482,5.650557491196657,2023-10-17 17:24:47,D000399,128.16.32.183,M039,27,127,1,2049.51,2024-11-04 08:08:51,0,Debit,Branch,Colorado Springs,Engineer
TX000637,AC00357,4.624874769262426,2023-05-29 16:20:29,D000466,109.105.179.186,M078,68,114,1,8865.27,2024-11-04 08:09:12,2,Debit,ATM,New York,Doctor
TX000638,AC00026,4.520483377820898,2023-02-20 16:48:49,D000449,196.244.194.198,M071,18,176,1,3908.47,2024-11-04 08:07:13,0,Debit,Branch,Albuquerque,Student
TX000639,AC00416,6.486389421342295,2023-01-02 16:22:54,D000626,11.167.243.171,M083,26,264,1,5587.44,2024-11-04 08:07:15,2,Debit,ATM,Seattle,Engineer
TX000640,AC00058,5.773153052580872,2023-05-01 17:11:47,D000549,199.6.127.153,M041,50,118,1,438.75,2024-11-04 08:08:14,0,Debit,Online,Milwaukee,Engineer
TX000641,AC00170,3.749739342370699,2023-10-04 16:47:33,D000688,16.51.235.240,M084,28,48,1,609.6,2024-11-04 08:11:54,0,Debit,Online,Phoenix,Student
TX000642,AC00262,4.284000269375321,2023-10-30 16:49:25,D000420,11.188.75.155,M030,68,39,1,2393.73,2024-11-04 08:12:00,1,Credit,Branch,Jacksonville,Retired
TX000643,AC00032,6.14874603512232,2023-09-28 17:18:26,D000025,162.151.179.167,M096,54,45,1,3914.84,2024-11-04 08:06:58,1,Credit,Branch,Kansas City,Retired
TX000644,AC00131,5.465525285531943,2023-09-26 17:02:25,D000141,73.108.76.238,M038,28,70,1,818.36,2024-11-04 08:10:13,0,Debit,Branch,Detroit,Student
TX000645,AC00176,5.0771718178965,2023-01-16 18:57:13,D000446,37.227.215.145,M033,18,100,1,304.44,2024-11-04 08:10:32,0,Debit,Branch,Seattle,Student
TX000646,AC00139,3.947969132201615,2023-12-18 16:06:14,D000421,190.164.160.79,M076,30,48,1,9553.42,2024-11-04 08:10:06,1,Credit,Online,Philadelphia,Doctor
TX000647,AC00056,4.058544658090914,2023-02-03 18:03:56,D000120,31.127.129.152,M062,59,56,1,3034.67,2024-11-04 08:09:52,1,Credit,Branch,Houston,Engineer
TX000648,AC00276,3.054944133185837,2023-03-10 18:26:19,D000123,170.225.23.251,M003,43,138,1,5515.32,2024-11-04 08:06:32,2,Debit,ATM,Jacksonville,Engineer
TX000649,AC00447,3.9396381724611196,2023-03-27 17:02:44,D000565,44.197.126.59,M079,36,84,1,1677.01,2024-11-04 08:07:17,0,Debit,Branch,San Antonio,Doctor
TX000650,AC00143,4.315886832169337,2023-05-08 17:42:36,D000405,134.140.85.231,M009,53,131,1,4055.55,2024-11-04 08:08:11,0,Debit,Branch,Los Angeles,Retired
TX000651,AC00139,4.792562199595151,2023-03-14 16:21:01,D000102,99.205.173.118,M017,33,53,1,9899.94,2024-11-04 08:07:28,2,Debit,ATM,San Diego,Doctor
TX000652,AC00208,7.12451851933206,2023-11-21 16:26:41,D000105,156.96.135.18,M089,18,129,1,756.74,2024-11-04 08:11:48,0,Debit,Branch,Miami,Student
TX000653,AC00426,4.7671189529741085,2023-08-31 16:38:18,D000646,20.147.6.179,M038,43,247,1,2620.74,2024-11-04 08:06:50,0,Debit,Branch,Raleigh,Engineer
TX000654,AC00423,7.560137755047389,2023-06-27 17:48:25,D000191,207.157.126.125,M033,30,161,1,11090.24,2024-11-04 08:10:27,2,Debit,ATM,Portland,Doctor
TX000655,AC00381,5.973707825518723,2023-06-19 16:21:58,D000452,121.67.144.20,M032,64,79,1,2174.16,2024-11-04 08:06:47,2,Debit,ATM,Nashville,Retired
TX000656,AC00458,5.05790048656337,2023-01-02 17:49:44,D000134,51.196.87.214,M059,46,160,1,7854.1,2024-11-04 08:09:29,1,Credit,Branch,Virginia Beach,Engineer
TX000657,AC00014,6.059123195581797,2023-07-31 17:04:29,D000629,183.39.94.209,M065,49,163,1,8253.65,2024-11-04 08:07:30,1,Credit,Branch,Oklahoma City,Engineer
TX000658,AC00071,6.097354922365414,2023-04-25 18:58:32,D000400,16.94.155.46,M012,18,137,1,874.15,2024-11-04 08:10:26,2,Debit,ATM,Tucson,Student
TX000659,AC00054,4.632396172241683,2023-02-20 17:27:24,D000374,78.69.172.205,M071,31,26,1,6043.25,2024-11-04 08:11:08,0,Debit,Branch,Philadelphia,Doctor
TX000660,AC00182,4.227855121296273,2023-08-17 16:44:38,D000498,165.35.58.173,M093,37,107,1,2766.12,2024-11-04 08:11:15,0,Debit,Branch,Charlotte,Engineer
TX000661,AC00257,5.790846628030911,2023-12-06 17:10:35,D000184,6.44.165.160,M025,56,179,1,8171.26,2024-11-04 08:10:44,0,Debit,Online,Denver,Engineer
TX000662,AC00006,5.0724200270372055,2023-02-28 17:28:13,D000027,218.238.171.184,M087,33,100,1,5401.21,2024-11-04 08:10:48,2,Debit,ATM,Sacramento,Doctor
TX000663,AC00424,4.043402083484526,2023-06-19 17:50:29,D000455,81.248.235.147,M003,27,142,1,3548.02,2024-11-04 08:07:58,0,Debit,Online,Memphis,Student
TX000664,AC00131,5.667395077203811,2023-01-17 17:11:24,D000127,191.25.177.160,M087,27,36,1,160.83,2024-11-04 08:06:33,0,Debit,Online,Portland,Student
TX000665,AC00133,5.508051410952312,2023-01-02 18:35:07,D000097,3.77.114.6,M088,24,107,1,752.25,2024-11-04 08:07:45,1,Credit,Branch,Portland,Student
TX000666,AC00393,5.031613700481447,2023-08-07 16:57:22,D000637,40.244.94.218,M093,39,176,4,2459.84,2024-11-04 08:10:50,1,Credit,Online,Los Angeles,Engineer
TX000667,AC00361,4.747970984619762,2023-11-27 16:16:19,D000264,193.221.15.59,M025,41,21,1,469.12,2024-11-04 08:10:13,1,Credit,Branch,El Paso,Engineer
TX000668,AC00092,5.9249774620856215,2023-07-18 18:03:03,D000090,35.67.21.23,M053,61,79,1,8441.61,2024-11-04 08:06:36,1,Credit,Online,Miami,Doctor
TX000669,AC00049,6.225805176515408,2023-11-13 17:07:10,D000129,77.21.150.75,M068,60,168,1,3806.16,2024-11-04 08:07:50,0,Debit,Online,Portland,Engineer
TX000670,AC00023,4.845917871250658,2023-05-04 16:25:15,D000094,9.230.41.239,M081,46,77,4,6133.41,2024-11-04 08:07:41,2,Debit,ATM,Atlanta,Engineer
TX000671,AC00323,6.71070579678357,2023-12-18 16:33:01,D000281,13.188.62.74,M093,47,181,1,8802.97,2024-11-04 08:10:34,0,Debit,Branch,Kansas City,Doctor
TX000672,AC00372,6.895490371562065,2023-03-31 16:52:35,D000093,145.76.10.8,M039,68,127,1,14881.77,2024-11-04 08:09:09,1,Credit,Online,Houston,Doctor
TX000673,AC00497,2.2375130962503307,2023-01-12 16:21:27,D000425,143.212.47.226,M011,63,135,1,1106.34,2024-11-04 08:11:23,2,Debit,ATM,Colorado Springs,Retired
TX000674,AC00130,5.2907387210244865,2023-07-03 16:36:45,D000649,167.67.137.223,M007,53,30,1,5005.33,2024-11-04 08:06:40,1,Credit,Online,Fresno,Retired
TX000675,AC00034,6.459857504918618,2023-10-23 17:17:18,D000646,104.165.213.58,M066,58,90,1,7949.03,2024-11-04 08:07:56,0,Debit,Branch,New York,Retired
TX000676,AC00286,2.67552700939665,2023-05-15 16:51:28,D000584,167.67.137.223,M001,26,65,1,259.77,2024-11-04 08:06:30,2,Debit,ATM,Seattle,Student
TX000677,AC00232,6.070968648220581,2023-03-20 16:28:17,D000264,182.84.41.229,M048,49,240,1,2114.3,2024-11-04 08:10:16,2,Debit,ATM,San Francisco,Engineer
TX000678,AC00182,5.930041168870556,2023-06-08 17:20:53,D000226,112.196.12.19,M053,51,66,2,5495.3,2024-11-04 08:11:26,2,Debit,ATM,Fort Worth,Engineer
TX000679,AC00136,6.467201708201478,2023-02-17 16:57:11,D000269,56.116.189.0,M034,50,94,1,8461.46,2024-11-04 08:08:38,0,Debit,Branch,Fresno,Doctor
TX000680,AC00101,4.375002019736917,2023-11-21 17:25:30,D000476,35.246.53.10,M033,52,292,1,6870.84,2024-11-04 08:10:39,1,Credit,Online,San Jose,Retired
TX000681,AC00328,4.946772100429302,2023-01-16 17:53:00,D000516,219.98.242.240,M033,49,201,1,5058.83,2024-11-04 08:08:24,0,Debit,Branch,Memphis,Engineer
TX000682,AC00356,6.21658614080582,2023-08-02 16:01:17,D000100,9.230.41.239,M046,31,296,1,8885.0,2024-11-04 08:09:05,0,Debit,Branch,San Jose,Engineer
TX000683,AC00312,2.4042387467205457,2023-01-17 16:47:41,D000494,23.92.205.75,M029,24,49,1,530.81,2024-11-04 08:08:57,0,Debit,Online,Albuquerque,Student
